,Real,Predicted,Set
78219,1,1,Train
37233,0,1,Train
53829,1,1,Train
38673,0,1,Train
3974,0,1,Train
15203,0,1,Train
22735,0,1,Train
37153,0,1,Train
58672,1,1,Train
47407,1,1,Train
31195,0,1,Train
32483,0,1,Train
72268,1,1,Train
20591,0,1,Train
58662,1,1,Train
34543,0,1,Train
45294,1,1,Train
60469,1,1,Train
78371,1,1,Train
54660,1,1,Train
73462,1,1,Train
23170,0,1,Train
77901,1,1,Train
36645,0,1,Train
5493,0,1,Train
19121,0,1,Train
42961,1,1,Train
55000,1,1,Train
28293,0,1,Train
8503,0,1,Train
58471,1,1,Train
57,0,1,Train
42591,1,1,Train
45087,1,1,Train
19009,0,1,Train
65091,1,1,Train
69232,1,1,Train
26110,0,1,Train
9292,0,1,Train
79240,1,1,Train
60941,1,1,Train
50512,1,1,Train
75140,1,1,Train
46652,1,1,Train
6040,0,1,Train
44383,1,1,Train
67164,1,1,Train
70619,1,1,Train
73814,1,1,Train
32444,0,1,Train
65962,1,1,Train
9913,0,1,Train
15448,0,1,Train
46125,1,1,Train
36434,0,1,Train
68444,1,1,Train
20317,0,1,Train
52723,1,1,Train
48841,1,1,Train
56042,1,1,Train
46894,1,1,Train
66790,1,1,Train
17268,0,1,Train
10270,0,1,Train
23652,0,1,Train
51917,1,1,Train
38977,0,1,Train
16926,0,1,Train
32643,0,1,Train
41782,1,1,Train
45378,1,1,Train
30384,0,1,Train
26339,0,1,Train
36994,0,1,Train
34630,0,1,Train
37604,0,1,Train
34040,0,1,Train
73891,1,1,Train
66893,1,1,Train
35330,0,1,Train
2838,0,1,Train
33503,0,1,Train
35241,0,1,Train
55721,1,1,Train
28667,0,1,Train
50653,1,1,Train
23133,0,1,Train
42481,1,1,Train
11604,0,1,Train
64997,1,1,Train
42376,1,1,Train
30466,0,1,Train
1935,0,1,Train
84,0,1,Train
37781,0,1,Train
14342,0,1,Train
20158,0,1,Train
79859,1,1,Train
11646,0,1,Train
41375,1,1,Train
67086,1,1,Train
5180,0,1,Train
65750,1,1,Train
76669,1,1,Train
2736,0,1,Train
68264,1,1,Train
45348,1,1,Train
10128,0,1,Train
69330,1,1,Train
13343,0,1,Train
49141,1,1,Train
32261,0,1,Train
32917,0,1,Train
56435,1,1,Train
9380,0,1,Train
76392,1,1,Train
24903,0,1,Train
13860,0,1,Train
553,0,1,Train
10774,0,1,Train
28267,0,1,Train
42988,1,1,Train
23237,0,1,Train
32271,0,1,Train
665,0,1,Train
39827,0,1,Train
66574,1,1,Train
46177,1,1,Train
54485,1,1,Train
76416,1,1,Train
44890,1,1,Train
70323,1,1,Train
74853,1,1,Train
70245,1,1,Train
53462,1,1,Train
15787,0,1,Train
33124,0,1,Train
4587,0,1,Train
29076,0,1,Train
36092,0,1,Train
7773,0,1,Train
72080,1,1,Train
23849,0,1,Train
37249,0,1,Train
76593,1,1,Train
10988,0,1,Train
47833,1,1,Train
9688,0,1,Train
18651,0,1,Train
35035,0,1,Train
22641,1,1,Train
18499,0,1,Train
20161,0,1,Train
3879,0,1,Train
26933,0,1,Train
12697,0,1,Train
1745,0,1,Train
67690,1,1,Train
60536,1,1,Train
56219,1,1,Train
14842,0,1,Train
39732,0,1,Train
19851,0,1,Train
77711,1,1,Train
17740,0,1,Train
10086,0,1,Train
8436,0,1,Train
4973,1,1,Train
59596,1,1,Train
66548,1,1,Train
47797,1,1,Train
20645,0,1,Train
27365,0,1,Train
79073,1,1,Train
4549,0,1,Train
59429,1,1,Train
59505,1,1,Train
32031,0,1,Train
63022,1,1,Train
7977,0,1,Train
12770,0,1,Train
73776,1,1,Train
71008,1,1,Train
40975,1,1,Train
29666,0,1,Train
60399,1,1,Train
16411,0,1,Train
18802,0,1,Train
28897,0,1,Train
72582,1,1,Train
2488,0,1,Train
11603,0,1,Train
22196,0,1,Train
54888,1,1,Train
50257,1,1,Train
79103,1,1,Train
46556,1,1,Train
5064,0,1,Train
19088,0,1,Train
62909,1,1,Train
13145,0,1,Train
52585,1,1,Train
61745,1,1,Train
21515,0,1,Train
48762,1,1,Train
37471,0,1,Train
30892,0,1,Train
218,0,1,Train
75102,1,1,Train
47670,1,1,Train
65931,1,1,Train
40201,0,1,Train
57752,1,1,Train
2655,0,1,Train
49516,1,1,Train
73314,1,1,Train
69382,1,1,Train
45630,1,1,Train
66162,1,1,Train
22487,0,1,Train
79822,1,1,Train
67759,1,1,Train
4652,0,1,Train
38180,0,1,Train
57367,1,1,Train
17029,0,1,Train
48960,1,1,Train
17763,0,1,Train
37948,0,1,Train
44407,1,1,Train
23430,0,1,Train
25110,0,1,Train
24236,1,1,Train
50437,1,1,Train
22402,0,1,Train
73513,1,1,Train
73448,1,1,Train
28664,0,1,Train
61091,1,1,Train
48627,1,1,Train
68746,1,1,Train
31571,0,1,Train
50806,1,1,Train
4099,0,1,Train
25649,0,1,Train
17696,0,1,Train
7131,0,1,Train
70341,1,1,Train
54086,1,1,Train
39377,0,1,Train
27823,0,1,Train
40496,0,1,Train
7004,0,1,Train
37535,0,1,Train
25852,0,1,Train
38713,0,1,Train
5587,0,1,Train
75352,1,1,Train
18823,0,1,Train
33443,0,1,Train
71142,1,1,Train
62840,1,1,Train
24425,0,1,Train
37787,0,1,Train
60378,1,1,Train
24136,0,1,Train
21367,0,1,Train
64010,1,1,Train
67161,1,1,Train
23134,0,1,Train
58225,1,1,Train
28247,0,1,Train
67312,1,1,Train
76290,1,1,Train
31460,0,1,Train
4334,0,1,Train
30349,0,1,Train
54039,1,1,Train
21933,0,1,Train
28370,0,1,Train
57446,1,1,Train
15396,0,1,Train
79746,1,1,Train
15904,0,1,Train
9453,0,1,Train
63054,1,1,Train
27866,0,1,Train
8673,0,1,Train
65660,1,1,Train
8460,0,1,Train
60432,1,1,Train
17677,0,1,Train
33436,0,1,Train
13939,0,1,Train
8826,0,1,Train
78779,1,1,Train
15227,0,1,Train
17254,0,1,Train
78124,1,1,Train
42898,1,1,Train
26320,0,1,Train
58195,1,1,Train
57052,1,1,Train
33580,0,1,Train
56808,1,1,Train
64871,1,1,Train
32025,0,1,Train
50611,1,1,Train
7311,0,1,Train
26953,0,1,Train
32903,0,1,Train
47449,1,1,Train
34869,0,1,Train
34074,0,1,Train
60477,1,1,Train
11403,0,1,Train
42189,1,1,Train
32893,0,1,Train
56005,1,1,Train
35341,0,1,Train
65535,1,1,Train
73516,1,1,Train
9439,0,1,Train
38505,0,1,Train
57604,1,1,Train
68829,1,1,Train
52337,1,1,Train
44347,1,1,Train
76215,1,1,Train
36837,0,1,Train
5635,0,1,Train
52563,1,1,Train
44656,1,1,Train
7983,0,1,Train
20519,0,1,Train
31437,0,1,Train
36137,0,1,Train
74511,1,1,Train
41417,1,1,Train
62432,1,1,Train
64999,1,1,Train
19933,0,1,Train
39211,0,1,Train
11724,0,1,Train
63107,1,1,Train
5320,1,1,Train
65846,1,1,Train
22226,0,1,Train
50657,1,1,Train
57155,1,1,Train
59678,1,1,Train
17783,0,1,Train
11880,0,1,Train
11366,0,1,Train
11649,0,1,Train
38368,0,1,Train
59469,1,1,Train
23756,0,1,Train
61575,1,1,Train
16251,0,1,Train
74906,1,1,Train
35776,0,1,Train
78678,1,1,Train
38634,0,1,Train
65060,1,1,Train
62934,1,1,Train
57082,1,1,Train
74846,1,1,Train
29046,0,1,Train
64337,1,1,Train
47511,1,1,Train
35115,0,1,Train
61694,1,1,Train
41972,1,1,Train
66257,1,1,Train
57235,1,1,Train
49842,1,1,Train
31130,0,1,Train
47918,1,1,Train
69185,1,1,Train
62460,1,1,Train
71660,1,1,Train
74157,1,1,Train
74643,1,1,Train
58782,1,1,Train
79102,1,1,Train
60994,1,1,Train
78679,1,1,Train
41446,1,1,Train
64831,1,1,Train
48596,1,1,Train
52032,1,1,Train
42995,1,1,Train
34121,0,1,Train
30339,0,1,Train
15596,0,1,Train
32620,0,1,Train
48069,1,1,Train
10790,0,1,Train
53956,1,1,Train
56739,1,1,Train
22743,0,1,Train
24117,0,1,Train
12707,0,1,Train
52346,1,1,Train
22251,0,1,Train
59990,1,1,Train
48693,1,1,Train
60859,1,1,Train
41815,1,1,Train
55713,1,1,Train
51096,1,1,Train
60237,1,1,Train
16623,0,1,Train
2002,0,1,Train
41705,1,1,Train
75814,1,1,Train
28256,0,1,Train
68102,1,1,Train
54325,1,1,Train
30737,0,1,Train
38334,0,1,Train
15573,0,1,Train
49568,1,1,Train
31152,0,1,Train
8843,0,1,Train
71694,1,1,Train
57423,1,1,Train
68883,1,1,Train
47404,1,1,Train
46865,1,1,Train
15860,0,1,Train
48971,1,1,Train
72133,1,1,Train
14426,0,1,Train
22421,0,1,Train
13848,0,1,Train
78821,1,1,Train
13502,0,1,Train
14347,0,1,Train
54539,1,1,Train
35702,1,1,Train
17085,0,1,Train
50206,1,1,Train
70439,1,1,Train
16874,0,1,Train
30269,0,1,Train
6405,0,1,Train
10133,0,1,Train
63521,1,1,Train
55113,1,1,Train
14992,0,1,Train
9500,0,1,Train
60563,1,1,Train
48484,1,1,Train
35120,0,1,Train
65022,1,1,Train
6077,0,1,Train
32734,0,1,Train
54785,1,1,Train
3514,0,1,Train
13191,0,1,Train
55810,1,1,Train
53852,1,1,Train
77192,1,1,Train
40824,0,1,Train
49274,1,1,Train
55993,1,1,Train
30387,0,1,Train
75895,1,1,Train
29662,0,1,Train
49409,1,1,Train
59143,1,1,Train
2134,0,1,Train
16464,0,1,Train
77479,1,1,Train
62604,1,1,Train
33103,0,1,Train
17399,0,1,Train
64293,1,1,Train
51526,1,1,Train
38536,0,1,Train
77591,1,1,Train
9567,0,1,Train
15642,0,1,Train
57304,1,1,Train
47558,1,1,Train
64639,1,1,Train
75073,1,1,Train
40175,0,1,Train
22991,0,1,Train
64787,1,1,Train
77560,1,1,Train
9741,0,1,Train
37013,0,1,Train
66056,1,1,Train
48047,1,1,Train
77882,1,1,Train
77870,1,1,Train
1224,0,1,Train
5143,0,1,Train
7709,0,1,Train
638,0,1,Train
15608,0,1,Train
21088,0,1,Train
45401,1,1,Train
43086,1,1,Train
5049,0,1,Train
72423,1,1,Train
7733,0,1,Train
56467,1,1,Train
27263,0,1,Train
26221,0,1,Train
56843,1,1,Train
37898,0,1,Train
26509,0,1,Train
19974,0,1,Train
52933,1,1,Train
53973,1,1,Train
339,0,1,Train
61674,1,1,Train
20368,0,1,Train
7447,0,1,Train
28841,0,1,Train
39357,0,1,Train
79360,1,1,Train
3381,0,1,Train
27830,0,1,Train
28239,0,1,Train
66851,1,1,Train
28210,0,1,Train
23306,0,1,Train
16547,0,1,Train
54971,1,1,Train
38872,0,1,Train
78554,1,1,Train
19906,0,1,Train
46696,1,1,Train
32237,0,1,Train
60690,1,1,Train
73924,1,1,Train
12679,0,1,Train
62384,1,1,Train
31562,0,1,Train
8547,0,1,Train
6799,0,1,Train
59960,1,1,Train
35248,0,1,Train
80392,1,1,Train
10830,0,1,Train
65337,1,1,Train
35042,0,1,Train
10515,0,1,Train
68824,1,1,Train
45652,1,1,Train
31258,0,1,Train
13982,0,1,Train
41741,1,1,Train
46606,1,1,Train
34407,0,1,Train
11374,0,1,Train
42851,1,1,Train
35549,0,1,Train
58509,1,1,Train
10301,0,1,Train
11614,0,1,Train
13228,0,1,Train
46849,1,1,Train
74990,1,1,Train
11071,0,1,Train
45617,1,1,Train
22316,0,1,Train
7509,0,1,Train
80334,1,1,Train
41585,1,1,Train
46776,1,1,Train
67199,1,1,Train
66280,1,1,Train
21814,0,1,Train
48391,1,1,Train
52429,1,1,Train
72738,1,1,Train
49545,1,1,Train
65071,1,1,Train
33699,0,1,Train
73751,1,1,Train
13613,0,1,Train
63655,1,1,Train
53506,1,1,Train
67858,1,1,Train
61523,1,1,Train
80482,1,1,Train
53318,1,1,Train
68176,1,1,Train
56938,1,1,Train
5566,0,1,Train
55149,1,1,Train
65817,1,1,Train
5502,0,1,Train
20888,0,1,Train
24946,0,1,Train
1437,0,1,Train
75183,1,1,Train
67834,1,1,Train
52522,1,1,Train
66608,1,1,Train
59337,1,1,Train
75540,1,1,Train
33299,0,1,Train
10768,0,1,Train
23100,0,1,Train
47731,1,1,Train
62765,1,1,Train
22231,0,1,Train
66413,1,1,Train
54403,1,1,Train
67472,1,1,Train
70249,1,1,Train
9812,0,1,Train
73672,1,1,Train
8776,0,1,Train
50099,1,1,Train
42180,1,1,Train
16263,0,1,Train
7034,0,1,Train
38570,0,1,Train
42354,1,1,Train
22357,0,1,Train
53509,1,1,Train
62311,1,1,Train
30359,0,1,Train
15106,0,1,Train
3217,0,1,Train
49717,1,1,Train
175,0,1,Train
73941,1,1,Train
78699,1,1,Train
10871,0,1,Train
54689,1,1,Train
52082,1,1,Train
70314,1,1,Train
72855,1,1,Train
744,0,1,Train
25463,0,1,Train
48182,1,1,Train
75781,1,1,Train
15898,0,1,Train
55569,1,1,Train
40471,0,1,Train
20271,0,1,Train
69270,1,1,Train
68970,1,1,Train
2570,0,1,Train
24297,0,1,Train
11845,0,1,Train
35287,0,1,Train
73353,1,1,Train
30497,0,1,Train
37826,0,1,Train
72968,1,1,Train
23032,0,1,Train
65976,1,1,Train
76973,1,1,Train
76581,1,1,Train
24104,0,1,Train
44791,1,1,Train
7095,0,1,Train
15426,0,1,Train
15674,0,1,Train
80667,1,1,Train
26799,0,1,Train
34342,0,1,Train
15007,0,1,Train
42309,1,1,Train
80665,1,1,Train
70201,1,1,Train
76733,1,1,Train
21455,0,1,Train
22511,0,1,Train
3223,0,1,Train
71273,1,1,Train
8457,0,1,Train
21313,0,1,Train
65993,1,1,Train
15512,0,1,Train
1927,0,1,Train
41674,1,1,Train
56102,1,1,Train
72502,1,1,Train
57352,1,1,Train
37256,0,1,Train
76072,1,1,Train
5565,0,1,Train
58933,1,1,Train
76059,1,1,Train
8058,0,1,Train
10483,0,1,Train
77919,1,1,Train
70868,1,1,Train
5690,1,1,Train
63632,1,1,Train
45577,1,1,Train
67017,1,1,Train
1601,0,1,Train
51279,1,1,Train
52894,1,1,Train
69223,1,1,Train
70644,1,1,Train
65347,1,1,Train
48536,1,1,Train
57105,1,1,Train
34359,0,1,Train
70777,1,1,Train
25090,0,1,Train
22720,0,1,Train
3244,0,1,Train
22327,0,1,Train
54109,1,1,Train
62715,1,1,Train
51051,1,1,Train
34307,0,1,Train
4854,0,1,Train
58244,1,1,Train
58824,1,1,Train
3962,0,1,Train
54509,1,1,Train
71890,1,1,Train
11818,0,1,Train
77649,1,1,Train
10022,0,1,Train
67236,1,1,Train
16832,0,1,Train
49284,1,1,Train
46912,1,1,Train
57186,1,1,Train
1304,0,1,Train
3019,0,1,Train
41524,1,1,Train
14546,0,1,Train
42757,1,1,Train
34001,0,1,Train
11992,0,1,Train
72266,1,1,Train
75751,1,1,Train
15918,0,1,Train
70006,1,1,Train
50620,1,1,Train
34750,0,1,Train
80490,1,1,Train
51899,1,1,Train
424,0,1,Train
13187,0,1,Train
49647,1,1,Train
13083,0,1,Train
60863,1,1,Train
17910,0,1,Train
4118,0,1,Train
27648,0,1,Train
33577,0,1,Train
24274,0,1,Train
28517,0,1,Train
32171,0,1,Train
78354,1,1,Train
24059,0,1,Train
47835,1,1,Train
77434,1,1,Train
19725,0,1,Train
11252,0,1,Train
66378,1,1,Train
71233,1,1,Train
44085,1,1,Train
1208,0,1,Train
43971,1,1,Train
23867,0,1,Train
13100,0,1,Train
35895,0,1,Train
17765,0,1,Train
80650,1,1,Train
22418,0,1,Train
78225,1,1,Train
69316,1,1,Train
49866,1,1,Train
57100,1,1,Train
77862,1,1,Train
66007,1,1,Train
14244,0,1,Train
62297,1,1,Train
51700,1,1,Train
47074,1,1,Train
29617,0,1,Train
1929,0,1,Train
57123,1,1,Train
40539,0,1,Train
77580,1,1,Train
47160,1,1,Train
75065,1,1,Train
55497,1,1,Train
80140,1,1,Train
10694,0,1,Train
11780,0,1,Train
58714,1,1,Train
78460,1,1,Train
51760,1,1,Train
24401,0,1,Train
66441,1,1,Train
25564,0,1,Train
2216,0,1,Train
57841,1,1,Train
11320,0,1,Train
63873,1,1,Train
22966,0,1,Train
43924,1,1,Train
39931,0,1,Train
30118,0,1,Train
16314,0,1,Train
37336,0,1,Train
61612,1,1,Train
22110,0,1,Train
64285,1,1,Train
51127,1,1,Train
39367,0,1,Train
1847,0,1,Train
881,0,1,Train
15615,0,1,Train
38831,0,1,Train
34956,0,1,Train
80600,1,1,Train
54249,1,1,Train
58642,1,1,Train
5257,0,1,Train
17330,0,1,Train
2781,0,1,Train
42233,1,1,Train
63435,1,1,Train
24090,0,1,Train
76946,1,1,Train
18561,0,1,Train
2560,0,1,Train
80713,1,1,Train
65845,1,1,Train
28394,0,1,Train
9551,0,1,Train
530,0,1,Train
27265,0,1,Train
36008,0,1,Train
5612,0,1,Train
23022,0,1,Train
72380,1,1,Train
33677,0,1,Train
18146,0,1,Train
17793,0,1,Train
42746,1,1,Train
70849,1,1,Train
51158,1,1,Train
56329,1,1,Train
45200,1,1,Train
80785,1,1,Train
68191,1,1,Train
72856,1,1,Train
9940,0,1,Train
20064,0,1,Train
9635,0,1,Train
15062,0,1,Train
43317,1,1,Train
51532,1,1,Train
40024,0,1,Train
30441,0,1,Train
67347,1,1,Train
39584,0,1,Train
63583,1,1,Train
38696,0,1,Train
1833,0,1,Train
4753,0,1,Train
44250,1,1,Train
13691,0,1,Train
72279,1,1,Train
27547,0,1,Train
4872,0,1,Train
68254,1,1,Train
72031,1,1,Train
26955,1,1,Train
1472,0,1,Train
12631,0,1,Train
52385,1,1,Train
69107,1,1,Train
44514,1,1,Train
41986,1,1,Train
39460,0,1,Train
19943,0,1,Train
79927,1,1,Train
73541,1,1,Train
25247,0,1,Train
11324,0,1,Train
80727,1,1,Train
50522,1,1,Train
76246,1,1,Train
18840,0,1,Train
38082,0,1,Train
58115,1,1,Train
11657,0,1,Train
79626,1,1,Train
43227,1,1,Train
45621,1,1,Train
5560,0,1,Train
70137,1,1,Train
64617,1,1,Train
51188,1,1,Train
65674,1,1,Train
40837,0,1,Train
38587,0,1,Train
13188,0,1,Train
69814,1,1,Train
45099,1,1,Train
11446,0,1,Train
63270,1,1,Train
32579,0,1,Train
5136,0,1,Train
31452,0,1,Train
41514,1,1,Train
69437,1,1,Train
9147,0,1,Train
21568,0,1,Train
31945,0,1,Train
34208,0,1,Train
60878,1,1,Train
13714,0,1,Train
71637,1,1,Train
70472,1,1,Train
33974,0,1,Train
73130,1,1,Train
12473,0,1,Train
24527,0,1,Train
77107,1,1,Train
70580,1,1,Train
16127,0,1,Train
77130,1,1,Train
12040,0,1,Train
71411,1,1,Train
44700,1,1,Train
42368,1,1,Train
53334,1,1,Train
12827,0,1,Train
60115,1,1,Train
67931,1,1,Train
27245,0,1,Train
75180,1,1,Train
13479,0,1,Train
9261,0,1,Train
68740,1,1,Train
60693,1,1,Train
77349,1,1,Train
55237,1,1,Train
60678,1,1,Train
55871,1,1,Train
14724,0,1,Train
49955,1,1,Train
75462,1,1,Train
77513,1,1,Train
48575,1,1,Train
31873,0,1,Train
68479,1,1,Train
58916,1,1,Train
15635,0,1,Train
70511,1,1,Train
63880,1,1,Train
46955,1,1,Train
16070,0,1,Train
4142,0,1,Train
40517,0,1,Train
68137,1,1,Train
45179,1,1,Train
77744,1,1,Train
2446,0,1,Train
14910,0,1,Train
24689,0,1,Train
16795,0,1,Train
25396,0,1,Train
31459,0,1,Train
4240,0,1,Train
37858,0,1,Train
57965,1,1,Train
47953,1,1,Train
31028,0,1,Train
6466,0,1,Train
63577,1,1,Train
68966,1,1,Train
41704,1,1,Train
71861,1,1,Train
24682,1,1,Train
62208,1,1,Train
72056,1,1,Train
1315,0,1,Train
12718,0,1,Train
52440,1,1,Train
77408,1,1,Train
9223,0,1,Train
70824,1,1,Train
65477,1,1,Train
10352,0,1,Train
40842,0,1,Train
39179,0,1,Train
66919,1,1,Train
48366,1,1,Train
50328,1,1,Train
23606,0,1,Train
75184,1,1,Train
5719,0,1,Train
28599,0,1,Train
51317,1,1,Train
23368,0,1,Train
13578,0,1,Train
14909,0,1,Train
1046,0,1,Train
17968,0,1,Train
56203,1,1,Train
58769,1,1,Train
72170,1,1,Train
15964,0,1,Train
35184,0,1,Train
30345,0,1,Train
14941,0,1,Train
73234,1,1,Train
35906,0,1,Train
73443,1,1,Train
58293,1,1,Train
74747,1,1,Train
32238,0,1,Train
72548,1,1,Train
54878,1,1,Train
53054,1,1,Train
1772,0,1,Train
68382,1,1,Train
66460,1,1,Train
47358,1,1,Train
56188,1,1,Train
23902,0,1,Train
54510,1,1,Train
1287,0,1,Train
3948,0,1,Train
62617,1,1,Train
2621,0,1,Train
46059,1,1,Train
72180,1,1,Train
24536,0,1,Train
47582,1,1,Train
9096,0,1,Train
28428,0,1,Train
22984,0,1,Train
56450,1,1,Train
73986,1,1,Train
69305,1,1,Train
23358,1,1,Train
44785,1,1,Train
70854,1,1,Train
79357,1,1,Train
17544,0,1,Train
35006,0,1,Train
45161,1,1,Train
12039,0,1,Train
61377,1,1,Train
1205,0,1,Train
37432,0,1,Train
61046,1,1,Train
23800,0,1,Train
24497,0,1,Train
78423,1,1,Train
66461,1,1,Train
561,0,1,Train
59915,1,1,Train
33292,0,1,Train
25914,0,1,Train
70416,1,1,Train
35163,0,1,Train
9157,0,1,Train
62169,1,1,Train
22322,0,1,Train
29552,0,1,Train
62453,1,1,Train
77352,1,1,Train
17246,0,1,Train
57899,1,1,Train
79508,1,1,Train
48505,1,1,Train
9481,0,1,Train
39540,0,1,Train
65676,1,1,Train
45732,1,1,Train
20854,0,1,Train
9999,0,1,Train
64403,1,1,Train
50368,1,1,Train
3825,0,1,Train
4958,0,1,Train
80319,1,1,Train
65933,1,1,Train
24719,0,1,Train
9740,0,1,Train
79833,1,1,Train
41912,1,1,Train
39958,0,1,Train
54059,1,1,Train
14582,0,1,Train
29799,0,1,Train
8896,0,1,Train
48039,1,1,Train
10011,0,1,Train
62594,1,1,Train
40451,0,1,Train
21500,0,1,Train
73064,1,1,Train
15070,0,1,Train
75348,1,1,Train
48967,1,1,Train
73329,1,1,Train
8977,0,1,Train
3054,0,1,Train
11686,0,1,Train
39685,0,1,Train
33632,0,1,Train
885,0,1,Train
22713,0,1,Train
39056,0,1,Train
51367,1,1,Train
39177,0,1,Train
46775,1,1,Train
52383,1,1,Train
38042,0,1,Train
47297,1,1,Train
24403,0,1,Train
72419,1,1,Train
65346,1,1,Train
79269,1,1,Train
38842,0,1,Train
44405,1,1,Train
18088,0,1,Train
68594,1,1,Train
72832,1,1,Train
52716,1,1,Train
56915,1,1,Train
45733,1,1,Train
19435,0,1,Train
749,0,1,Train
54733,1,1,Train
30893,0,1,Train
2355,0,1,Train
36205,0,1,Train
12344,0,1,Train
56399,1,1,Train
20407,0,1,Train
76986,1,1,Train
44827,1,1,Train
50426,1,1,Train
30863,0,1,Train
32527,0,1,Train
8912,0,1,Train
17991,0,1,Train
30568,0,1,Train
22804,0,1,Train
69476,1,1,Train
12620,0,1,Train
56278,1,1,Train
12517,0,1,Train
6210,0,1,Train
46384,1,1,Train
29581,0,1,Train
6959,0,1,Train
76384,1,1,Train
23459,0,1,Train
42115,1,1,Train
37591,0,1,Train
10667,0,1,Train
57402,1,1,Train
51425,1,1,Train
38795,0,1,Train
3699,0,1,Train
25382,0,1,Train
72308,1,1,Train
52765,1,1,Train
1329,0,1,Train
27120,0,1,Train
14034,0,1,Train
76676,1,1,Train
18543,0,1,Train
21553,0,1,Train
72959,1,1,Train
60792,1,1,Train
37893,0,1,Train
1571,0,1,Train
9102,0,1,Train
34870,0,1,Train
15698,0,1,Train
29143,0,1,Train
27655,0,1,Train
52317,1,1,Train
38478,0,1,Train
11284,0,1,Train
62254,1,1,Train
28544,0,1,Train
16006,0,1,Train
56806,1,1,Train
18458,0,1,Train
28325,0,1,Train
25215,0,1,Train
56202,1,1,Train
72137,1,1,Train
24718,0,1,Train
40838,0,1,Train
185,0,1,Train
28832,0,1,Train
65796,1,1,Train
2806,0,1,Train
5350,0,1,Train
20809,0,1,Train
39085,0,1,Train
11850,0,1,Train
41217,1,1,Train
47392,1,1,Train
67569,1,1,Train
48310,1,1,Train
2202,0,1,Train
3477,0,1,Train
69761,1,1,Train
24671,0,1,Train
8265,0,1,Train
77730,1,1,Train
15628,0,1,Train
58611,1,1,Train
58542,1,1,Train
12049,0,1,Train
32969,0,1,Train
53812,1,1,Train
55452,1,1,Train
695,0,1,Train
13776,0,1,Train
2080,0,1,Train
78499,1,1,Train
16868,0,1,Train
2223,0,1,Train
41319,1,1,Train
3733,0,1,Train
73503,1,1,Train
64993,1,1,Train
28250,0,1,Train
43386,1,1,Train
46981,1,1,Train
13002,0,1,Train
69038,1,1,Train
33743,0,1,Train
64162,1,1,Train
66329,1,1,Train
43487,1,1,Train
17691,0,1,Train
15264,0,1,Train
10472,0,1,Train
13898,0,1,Train
78504,1,1,Train
9891,0,1,Train
76287,1,1,Train
51185,1,1,Train
11236,0,1,Train
2450,0,1,Train
55945,1,1,Train
1504,0,1,Train
3768,0,1,Train
3983,0,1,Train
31950,0,1,Train
28788,0,1,Train
77876,1,1,Train
30557,0,1,Train
29999,0,1,Train
78271,1,1,Train
46545,1,1,Train
53986,1,1,Train
11804,0,1,Train
22119,0,1,Train
14312,0,1,Train
55986,1,1,Train
52461,1,1,Train
65788,1,1,Train
18757,0,1,Train
11758,0,1,Train
36897,0,1,Train
17872,0,1,Train
11021,0,1,Train
70176,1,1,Train
3527,0,1,Train
46464,1,1,Train
29949,0,1,Train
766,0,1,Train
65301,1,1,Train
17187,0,1,Train
66622,1,1,Train
14230,0,1,Train
48379,1,1,Train
57678,1,1,Train
15213,0,1,Train
23608,0,1,Train
5193,0,1,Train
79046,1,1,Train
43638,1,1,Train
16491,0,1,Train
1120,0,1,Train
23589,0,1,Train
33093,0,1,Train
20381,0,1,Train
14687,0,1,Train
55959,1,1,Train
40363,0,1,Train
3689,0,1,Train
42636,1,1,Train
59893,1,1,Train
50213,1,1,Train
44329,1,1,Train
28864,0,1,Train
60334,1,1,Train
22593,0,1,Train
27794,0,1,Train
76825,1,1,Train
32809,0,1,Train
38599,0,1,Train
22214,0,1,Train
24678,0,1,Train
66845,1,1,Train
34551,0,1,Train
37876,0,1,Train
52365,1,1,Train
38377,0,1,Train
66737,1,1,Train
6595,0,1,Train
37334,0,1,Train
26274,0,1,Train
8229,0,1,Train
20249,0,1,Train
68996,1,1,Train
69373,1,1,Train
19307,0,1,Train
11612,0,1,Train
64942,1,1,Train
65163,1,1,Train
29144,0,1,Train
19343,0,1,Train
77327,1,1,Train
56456,1,1,Train
25317,0,1,Train
78012,1,1,Train
60349,1,1,Train
18437,0,1,Train
21320,0,1,Train
15702,0,1,Train
42528,1,1,Train
70841,1,1,Train
26576,0,1,Train
32280,0,1,Train
44001,1,1,Train
55998,1,1,Train
51710,1,1,Train
51697,1,1,Train
19112,0,1,Train
52875,1,1,Train
14328,0,1,Train
16485,0,1,Train
4486,0,1,Train
68737,1,1,Train
8325,0,1,Train
22768,0,1,Train
49681,1,1,Train
71251,1,1,Train
41182,1,1,Train
10019,0,1,Train
64876,1,1,Train
72537,1,1,Train
47139,1,1,Train
73125,1,1,Train
79543,1,1,Train
11675,0,1,Train
22296,0,1,Train
80340,1,1,Train
51095,1,1,Train
43341,1,1,Train
79222,1,1,Train
63857,1,1,Train
10162,0,1,Train
38723,0,1,Train
45680,1,1,Train
71390,1,1,Train
11728,0,1,Train
18281,0,1,Train
45930,1,1,Train
48957,1,1,Train
15470,0,1,Train
64603,1,1,Train
50319,1,1,Train
50400,1,1,Train
52380,1,1,Train
27855,0,1,Train
3457,0,1,Train
36817,0,1,Train
24623,0,1,Train
54457,1,1,Train
63864,1,1,Train
